Date,AAPL.csv,ABBV.csv,ABT.csv,AEP.csv,AMGN.csv,AMZN.csv,BA.csv,BAC.csv,BBL.csv,BHP.csv,BP.csv,BRK-A.csv,BUD.csv,C.csv,CAT.csv,CMCSA.csv,CODI.csv,COST.csv,CVX.csv,D.csv,DE.csv,DHR.csv,DIS.csv,DUK.csv,EC.csv,EXC.csv,GD.csv,GE.csv,GMRE.csv,HD.csv,HON.csv,HSBC.csv,IEP.csv,JNJ.csv,JPM.csv,KO.csv,LLY.csv,LMT.csv,MA.csv,MCD.csv,MDT.csv,MMM.csv,MRK.csv,MSFT.csv,NEE.csv,NFLX.csv,NGG.csv,NVS.csv,PEG.csv,PEP.csv,PFE.csv,PG.csv,PM.csv,PTR.csv,RDS-B.csv,REX.csv,RY.csv,SNP.csv,SO.csv,SPLP.csv,SRE.csv,TM.csv,TOT.csv,TXN.csv,UL.csv,UN.csv,UNH.csv,UNP.csv,UTX.csv,V.csv,VZ.csv,WFC.csv,WMT.csv,XEL.csv,XOM.csv
1999/3/18,0.04220181,,0.003802428,0.007518277,0.045226175,0.056774809,,0.045976838,,0.019531405,0.009487246,0.032637076,,0.030876498,-0.009259038,0.025524519,,0.006900782,0.010219206,0.009646597,0.015411139,-0.005868681,0.027173514,0,,0.026033903,0.004007878,0.014409434,,0.031683261,0.009845427,,,-0.001389422,0.01820979,0.021515708,0.000704346,0,,0.004303763,-0.031550947,-0.036006239,0.023810003,0.03178828,0.017837355,,,-0.007342206,0.014875856,0.001560334,0.019607995,0.012969884,,,0.029921158,0,0.005297229,,0.012315191,,-0.01197627,-0.027659605,0.013670229,0.017011001,0,0.004258965,0.001167067,0.01213636,0.013435689,,0.001155415,0.068965258,0.018807002,0.014018768,0.004202011
1999/3/19,-0.056337945,,-0.030303223,-0.010447297,-0.005608841,-0.024379233,,-0.032966761,,0.003831078,-0.034460639,-0.016434893,,-0.0067636,0,-0.00266696,,-0.035641024,0.011560534,-0.011146532,0.001686436,-0.005903326,-0.010581881,-0.015940627,,0.002984916,-0.004989559,0.018181391,,-0.028790758,0.023676959,,,0.013918006,-0.016393247,-0.010989244,-0.015482018,0.001524567,,-0.002856633,0.008144729,-0.028862821,0,-0.007249326,-0.006571863,,,-0.017751478,0.008143247,-0.004673075,-0.015734625,0.009433319,,,0.00917431,-0.01570805,-0.001317267,,-0.009732337,,-0.012120847,0,-0.012448329,-0.038231503,0.003190041,-0.004240903,0,-0.034772384,0.021780398,,-0.020761717,-0.004838527,-0.035009944,-0.009217192,-0.021757312
1999/3/22,0.046641055,,0.011719424,-0.004525292,0.019339224,-0.022674688,,0.013985695,,0.026718265,0.036989019,-0.011568123,,-0.009727453,0.002669865,-0.076648836,,0.012082904,0.009999897,0.004830814,0.020202088,0.003563519,-0.019607765,-0.01079845,,0.020833947,0.031092972,-0.014508474,,-0.013834106,-0.00408159,,,0.006177109,-0.007575942,0.00277765,-0.027162152,-0.028919939,,-0.022922915,-0.014363022,0.013111401,0.004359898,0.009492452,-0.004409654,,,-0.012048018,-0.009692634,-0.004695055,0.016430326,0.020026986,,,0.018181491,0,0.001319005,,0.002457145,,0.003067391,-0.002188053,-0.00315103,0.001242387,-0.012718973,-0.003407364,0.011654797,0.028571098,-0.012048078,,-0.001177493,0.009724427,-0.015170994,-0.002325084,0.009409608
1999/3/23,-0.058822547,,-0.047619534,-0.003030107,-0.041106441,-0.095643939,,-0.04827585,,-0.014870657,-0.023153834,-0.041612484,,-0.039292804,-0.038614979,0,,-0.006320287,-0.011315156,0.001602308,-0.014851845,-0.056805386,-0.034545453,-0.00545871,,-0.008746897,-0.038910096,-0.034541787,,-0.031062402,-0.016393308,,,-0.015007174,-0.028244766,-0.026777284,-0.010286887,-0.028213257,,-0.005864473,-0.022768359,-0.011215922,-0.039073538,-0.036166652,0.005536822,,,-0.030487972,-0.001631343,-0.022012492,-0.026649462,-0.018979037,,,-0.035713707,-0.042552784,-0.023714534,,-0.007353169,,-0.021406874,-0.048245802,-0.026343745,-0.094293136,-0.038647063,-0.056409987,-0.024193333,-0.027777466,-0.024390253,,-0.037735786,-0.036917945,-0.030141068,-0.011654935,-0.013559608
1999/3/24,0.020832541,,0.020270588,0.02583606,-0.027205501,0.036125654,,-0.012681171,,0.049056824,0.009608846,-0.002713704,,-0.016359739,0.018005263,-0.00772189,,-0.004947376,-0.021459127,0.014400358,-0.006699966,0.019185901,0,0.016464916,,0.023529181,0.027327548,0.001759869,,-0.005171054,0.037499604,,,0.004847776,-0.002355922,-0.007589946,0.017817413,0.009677437,,0.014749102,0.015843412,-0.003490294,-0.007530523,0.028143151,0.016519453,,,0.018867968,0.014705519,-0.016076697,-0.00807875,0.018011784,,,-0.015432716,0.011112,-0.006747848,,0.027160679,,0.021875153,-0.023041647,0,0.037671679,-0.001674987,0.002717045,-0.007083836,0.002483724,-0.011057713,,0.028186258,-0.008333604,-0.016574439,0.028301662,-0.024913728
1999/3/25,0.003711114,,0.001324554,-0.010370562,0.020338995,0.130874179,,0.025688277,,0.021583138,0.008248973,0.010884354,,0.047817007,0.032653159,0.013618535,,0.029120034,0.016812454,-0.015772967,0.042158654,-0.008631684,0.005649666,0.00215969,,0.037356559,0.007881607,0.016393783,,0.058212479,0.028112773,,,0.014472944,0.026771585,0.007647994,0.009481862,-0.007986714,,0.027615852,0.0174311,-0.007005337,0.002276786,0.050729482,-0.008667227,,,0.015432319,0.011271928,0.026143217,-0.002715138,0.053735366,,,0.009404726,0.010987902,-0.001359199,,-0.014423331,,-0.024464686,0.009434136,0.015151757,0.040264003,0.020134029,0.033423942,0.003567277,0.002478366,0.017501125,,-0.003576239,0.001681239,0.032303859,-0.03899109,0.007048134
1999/3/26,-0.01663703,,-0.009259499,-0.028443111,-0.008305876,-0.005808758,,0,,0.010562724,0.011327786,-0.01076716,,0.005952273,-0.013174905,-0.033589103,,0.004830598,-0.001438198,-0.022435804,-0.024271996,-0.007462443,-0.013108432,-0.007542866,,0.013850213,-0.018572577,-0.006336498,,0.001964825,0.049479054,,,-0.007472582,-0.012270343,-0.008539274,-0.02384341,0.001609727,,0.004243403,0.007213524,-0.007936151,-0.026495112,-0.010072652,-0.01967214,,,-0.024316451,-0.011146288,0.019108489,-0.019963733,-0.012437384,,,0.020186517,0.016303699,-0.004081352,,-0.026829257,,0.003134497,0.043053252,0.024519785,-0.022208912,-0.001644319,-0.024475669,-0.007109193,-0.003707862,0.009077789,,-0.015549149,-0.021812539,-0.003401805,-0.0668255,0.001749899
1999/3/29,0.063910294,,0.024032279,0.004622352,0.035176249,0.075955056,,0.021466418,,-0.024389772,0.045426492,-0.002721088,,0.01183444,0.009345569,0.007944539,,0.008928762,0.032397634,-0.001639592,0.062152126,0.020049868,0.003794824,-0.013028711,,0.015027316,0.031872202,0.038839983,,0.005882403,0.007444191,,,0.028747089,0.021738953,-0.007655176,0.025906773,-0.008038034,,0.025352287,0.021486198,0.014221781,0.017107696,0.037192633,-0.010033313,,,0.012461149,0.00483135,0.017187945,0.044445043,0.018890863,,,0.03196308,-0.016042153,0.005464705,,-0.040100362,,-0.006250015,0.006741804,0.022893004,0.04802127,0.004941993,0.01433704,-0.011933313,0.042183476,0.01846613,,0.018225434,0.030874978,0.037543338,-0.023018082,0.020087452
1999/3/30,0.014133967,,-0.001304498,-0.012269206,0.016990004,0.100668338,,-0.005253766,,0,-0.016071769,-0.013642565,,0,-0.006613893,-0.020689908,,-0.019741577,-0.006973295,-0.019704185,-0.009479434,-0.011056235,-0.007561382,-0.020902775,,-0.005383814,-0.033783268,0.011718796,,-0.009746943,-0.011083365,,,-0.009314631,-0.003799241,-0.024107652,0.01515103,-0.025932363,,-0.010989286,0.004382091,-0.014899192,0.006115478,0.006765668,-0.029279115,,,-0.027692305,-0.014423266,-0.019970046,0.008421854,-0.009270326,,,-0.030973085,0.032609355,0.023097422,,-0.028720196,,-0.03144641,-0.002232219,0.010172739,-0.023529905,-0.018033011,-0.030035308,0.01078917,0.044048224,0.008832964,,0.004773456,-0.038269672,0,-0.023560188,-0.023116875
1999/3/31,0.001742414,,-0.022192735,-0.013975587,-0.046937466,0.045540797,,-0.005281399,,-0.014285883,-0.0223834,-0.012448133,,-0.003898675,-0.021304989,-0.010060278,,0.017361006,-0.002808671,-0.010050556,-0.014353587,0.038509045,-0.051428461,-0.014606452,,0.001353682,0.026972646,-0.023717378,,-0.019684801,-0.019925543,,,0.00470087,-0.006864873,-0.029644058,-0.034825589,0.004991865,,0.006944499,0.003490221,0.00711722,-0.025835571,-0.036289552,-0.01160073,,,0.022151942,-0.006503967,-0.017240916,-0.024176052,-0.022457615,,,-0.010654668,-0.026315989,0.002656527,,0.002687677,,-0.003246655,0.024608617,-0.017119487,0.006975708,-0.011685947,-0.031876423,0.010804304,-0.025086012,-0.001382737,,-0.017815085,-0.029411603,-0.029605507,-0.005361961,-0.010516958
1999/4/1,0.003478767,,0.016021064,0.022047081,0.026711551,-0.006896552,,-0.023009024,,0.00362345,-0.05136167,0.044817927,,0.01272026,0.021768773,0.004065118,,-0.017747586,-0.021831715,0.001692654,-0.003236352,-0.002392212,0.012048083,0.015963357,,0.002702142,0.019455151,0.009039642,,-0.011043904,0.021600369,,,0.006684426,-0.017150222,-0.007128627,0.023564057,-0.016556289,,0.006896784,-0.017390778,0.028269049,-0.002339841,0.03416966,0.011736886,,,0.003095975,0.009820097,-0.014354249,0.005855931,0.005104712,,,-0.009230768,0.11351284,0.014569192,,0.0080425,,0.00325723,0.04912636,-0.013320066,0.044080495,-0.008445949,0.002822509,0.002375352,-0.015204704,-0.009229124,,0.001208979,0.046346208,0.011524889,0.018867764,-0.006199544
1999/4/5,0.027729017,,0.014454886,-0.00308134,0.030894143,0.090643275,,0.038043572,,0.007219865,0.011741888,-0.025469169,,0.028019252,0.04527334,0.027328034,,0.003475019,0.043917107,0.006756376,0.014610639,0.083932793,0,0.004489245,,0.009434037,0.03244295,0.026875875,,0.024365224,0.038557543,,,0.007968613,-0.007874405,-0.007179884,-0.007194189,-0.003366683,,0.016438147,-0.038052919,0.003436516,-0.021892654,0.024275457,0.019721544,,,-0.003086419,0.014586164,0.006472424,0.020151381,0.024762521,,,0.027949974,0.077670904,0.024804271,,0,,0,0.028096035,0.024922059,0.06875742,0.005110659,0.015947518,0.008293942,0,0.013507259,,0.00241569,0.018738557,0.022788668,0.012678869,0.029411562
1999/4/6,0.025295406,,0,-0.021638728,0.009463536,-0.019436997,,-0.027923324,,-0.0035842,-0.006447315,-0.005502063,,0.007518768,-0.014012827,0.000984971,,0.024930482,-0.011724222,0,-0.004800386,0.044248062,-0.027777799,-0.016759384,,0.00534079,-0.015711862,-0.011450862,,-0.012884067,-0.014371239,,,-0.006587937,0.006349191,-0.011363521,-0.003623376,-0.015203124,,-0.006738422,0.017478534,-0.014554916,-0.001598399,-0.009216898,-0.015927235,,,-0.006192083,-0.012778819,-0.016076697,-0.015363532,-0.002478874,,,-0.019637645,-0.004504862,-0.007643505,,-0.031913981,,-0.00649331,0.016194106,-0.005065396,0.00564344,-0.010169628,-0.003693671,-0.05052864,-0.023752687,-0.004595379,,0.014458181,0.013378012,0.003276496,-0.007957199,0.006926039
1999/4/7,-0.023026359,,0.005181435,0.001580091,-0.036718634,-0.038619275,,0.048474231,,-0.010791279,0.011031623,-0.002766252,,0.069962795,0.00258363,0.031496122,,-0.017567272,0.004187076,-0.003355691,0.006431173,-0.001059554,0.073469524,-0.009091306,,0,-0.01070625,0.01048018,,0.021084676,0.029161533,,,0.006631626,0.064668921,-0.014629017,-0.006545686,-0.003430387,,0.014925269,0.009131282,-0.008688348,0.027221749,-0.007973435,-0.001156485,,,0.023364508,-0.006473127,-0.021242025,-0.004904315,0.001242499,,,0.001541346,0.022624611,-0.002567136,,0.024724711,,-0.032679592,-0.007968161,-0.006109985,0.011784703,0.003425114,0.012048542,0.003712495,0.007299025,-0.00600174,,0.029753866,0.028052874,0.018941208,-0.013369568,0.00687869
1999/4/8,-0.006733859,,0.060566579,0.014195646,0.026764226,0.01813011,,0.025684853,,-0.014545335,0.021823481,0.002773925,,0.018308695,0.002577558,-0.011450468,,-0.017194079,0.042390491,0.015151713,0.012779058,0.005302078,0.036121474,0.012614607,,-0.005312417,0.000956056,-0.005458369,,0.049163997,-0.005903212,,,0.025032474,0.041481848,0.032873907,0.036603386,0.018933162,,0.002673977,0.017953485,0.005258459,0.017926823,0.013396067,0.023148332,,,0.035007719,0.009771934,0.028380089,0.021057479,0,,,-0.013846371,0.044248126,0.02831385,,0.034852636,,0.023648253,0.006024591,0.013319517,-0.023294594,0.00853233,0.009157163,-0.118372375,-0.003623165,-0.005573701,,0.026744138,0.014446318,0.048718159,0.008130249,0.014517857
1999/4/9,-0.003389189,,-0.009720185,-0.00466611,-0.013428325,0.021648045,,-0.006678411,,0.018450031,0.010678123,-0.004149378,,0.008561973,0.002570179,0.00289594,,0.006298294,0.002667073,-0.004975704,0.039432633,-0.005274114,0.012844349,-0.013589756,,0.009346073,0.017191809,-0.014819157,,0.009371824,-0.010688537,,,0.007712207,-0.026316232,-0.002053319,0.01977403,-0.010135014,,-0.022666859,0.018518675,-0.006974702,0.019908309,-0.003304579,-0.012443378,,,-0.008823528,-0.001612925,-0.006492781,0.025010788,0.006823941,,,0.00468041,-0.02542422,-0.003754906,,-0.020724717,,-0.003300337,-0.055888722,-0.01314444,0.005110639,0.001691898,0.007259847,0.060139903,0,-0.015413844,,0.012458051,0.006329153,0.004890336,0.008064999,0.005892365
1999/4/12,-0.01360627,,0.030674766,0.007813098,0,0.008544087,,0.008403562,,0.025362403,0.001864269,0.0125,,0.005092705,0.05384656,0.062560015,,-0.00069542,0.015957146,0.013333628,0.018209225,0.001060678,0.027173514,0.003444315,,-0.005290929,0.036619589,0.038439933,,-0.006499479,0.020407939,,,0.016581618,0.015339942,0.018518118,-0.002769918,0.042661098,,0.001364366,0.009523792,-0.002633921,0.021021003,-0.013263251,0.014890817,,,0.013352922,0.004846593,0.03267926,0.028253116,0.014787125,,,0,0.134782411,0.041457515,,0.023808975,,0.00993369,-0.024312578,0.014344123,-0.034463373,0.011824123,0.005405099,-0.018469889,0.012121456,0.003795191,,0.004474167,0.003144777,0.020681379,0.023999639,0.010041756
1999/4/13,-0.044827181,,0.014460883,-0.015504115,-0.028022482,-0.032870213,,-0.019166322,,0.021201239,-0.000620235,-0.008230453,,0.016892261,0.065693483,-0.016304533,,-0.01113453,-0.01047111,-0.001644815,-0.025335433,0.033898303,-0.019400242,-0.02059511,,0.003989509,-0.028079627,0.003755492,,-0.032709895,-0.001176375,,,-0.010037892,0.005755072,0.023233068,-0.028472126,0.001637328,,0.013623588,-0.005145715,0.026408572,-0.022059045,-0.030913414,-0.030473649,,,-0.014641163,-0.014469101,-0.034810188,-0.005411963,-0.000606934,,,-0.007764177,-0.003831724,-0.016887713,,-0.005168259,,-0.003278376,0.018418294,-0.005050495,-0.006436407,0.031720069,0.012544688,-0.01075274,-0.019161866,-0.001890323,,-0.015590083,-0.012539364,-0.002980208,-0.033853828,-0.003313943
1999/4/14,0.026171644,,-0.026004788,-0.007874171,-0.050246751,-0.05816398,,-0.020390642,,0.027681994,-0.01303533,0.009681881,,-0.024916771,0.108447807,-0.014732743,,-0.031667483,-0.035714148,-0.011532335,0.051988004,0.046106374,0.007194045,-0.025700747,,-0.055629138,0.037278808,-0.024585541,,-0.01835806,0.004711608,,,-0.039923982,-0.011444893,0.001973685,-0.042887717,0.063725411,,-0.028225783,0.006034802,0.0325902,-0.055638832,-0.047156724,0.002328554,,,-0.007429484,-0.019575558,-0.003278467,-0.031393839,-0.036451937,,,0.004694836,-0.084615257,-0.008589366,,-0.018180996,,-0.013157922,0.038297665,-0.007106531,-0.018256616,0.00323596,-0.004424426,0.033967278,0.069597194,0.037878594,,0.001131044,0,-0.056783995,0,-0.013300128
1999/4/15,0.006158043,,-0.030340078,-0.006349179,-0.044232648,-0.004464286,,-0.001734964,,0.094276115,0.05660383,-0.001369863,,-0.031516374,0.018537086,-0.05420561,,-0.031976511,0.050754208,0.011666881,0.029070143,0.023505865,-0.026785553,0.032374367,,0.009817311,0.004492327,-0.013698779,,-0.007873982,0.052754272,,,-0.026402384,-0.009406637,0.01280843,-0.029873581,0.030722081,,-0.020746552,-0.029135016,0.053156212,-0.014331796,0.034934356,0.005807196,,,-0.031436975,0,-0.026315679,-0.101123535,-0.026481448,,,0.034267711,-0.016806557,0.011139016,,0.034391169,,0.013333361,-0.026639417,0.027607526,0.041391985,-0.045161324,-0.040000191,0.023653451,0.006849085,0.032847128,,0.031638483,0.020635363,-0.008871736,-0.018868407,0.045492792
1999/4/16,-0.008741357,,-0.017521997,0.011181995,-0.029945436,0.136023916,,0.014770089,,0.043076808,0.036904986,0.032921811,,0.007915722,0.032355883,-0.017786628,,-0.0187691,0.032637437,0.00329488,-0.022599121,-0.000956228,-0.020183407,-0.003485078,,0.029167105,-0.005366345,-0.011111264,,0.004960413,0.006681717,,,0.010169791,0.005844073,0.022373743,0.013857169,0.03278663,,0.004237445,-0.022065689,0.008674688,0.003231357,-0.025316496,0.006928155,,,-0.035548747,0.004990988,-0.01520311,-0.022596252,0.017486403,,,0.052710839,0.021367692,0.002448427,,0.007672254,,0.026316271,0.023158079,0.015920116,0.012672397,-0.011824591,-0.00370367,0.028241609,0.022675831,0.003533224,,0.018619546,0.006220567,-0.028132677,0.027472981,0.030620016
1999/4/19,-0.04409221,,-0.030573292,0.015798167,-0.087932693,-0.163486842,,-0.017123179,,0.026548452,0.01148076,-0.009296149,,-0.013961446,-0.032321028,-0.086519244,,-0.045141636,0.03097319,0.041051164,0.017341031,-0.015325866,-0.028089866,0.002331296,,0.016194093,-0.035971161,-0.058426545,,-0.074037588,0.007743651,,,-0.030872831,-0.012346253,-0.011418495,-0.114654538,-0.082251297,,-0.032348734,-0.00721986,0.053948568,-0.05797076,-0.064935124,0.026375964,,,0.008012889,0.008278258,0.008576252,-0.071814828,-0.036282611,,,0.022890274,0.020920666,0.003662519,,0.045685488,,0.009614878,0.016460873,0.014691452,-0.044368862,-0.008546447,-0.000929294,0.019975118,0.011086519,0.021126628,,0.001075579,0.017001341,-0.055263588,0.016042891,0.028929344
1999/4/20,0.005535862,,0.069645493,0.02643807,0.132307746,0.082186394,,0.022647395,,-0.028735631,-0.02610718,-0.004021448,,0.030972974,-0.01720619,0.08149785,,0.054487141,-0.047823578,0.03627753,-0.022727369,-0.031128274,0.019267741,0.019767646,,0.005312212,-0.00746284,0.04355573,,0.031983297,-0.031833636,,,0.066482171,-0.023529326,0.004812831,0.011149296,-0.018867587,,0.026162398,0.016363453,-0.031156886,0.029059337,0.026234641,0.010055917,,,-0.004769177,0.036124907,0.010204302,0.006889234,0.012549846,,,-0.023776153,-0.004098687,0.002432846,,0.072815461,,0.028572004,0.016194106,-0.04247112,-0.047619013,-0.008621072,-0.011163082,0.06119927,-0.030701842,-0.021120431,,-0.022556437,0.030395125,0.064066457,0.002631735,-0.018237316
